trade_date,available_cash,pending_cash,total_cash,market_value,total_value,pos_count,action,stops
2021-01-04,14506.73,0.0,14506.73,10372429.04,10386935.77,5,rebalance,0
2021-01-05,14506.73,0.0,14506.73,10731615.98,10746122.71,5,mtm_only,0
2021-01-06,14506.73,0.0,14506.73,10892992.02,10907498.75,5,mtm_only,0
2021-01-07,14506.73,0.0,14506.73,10970926.14,10985432.87,5,mtm_only,0
2021-01-08,14506.73,0.0,14506.73,11301819.05,11316325.78,5,mtm_only,0
2021-01-11,14506.73,1843033.55,1857540.27,9836650.82,11694191.1,4,rebalance,1
2021-01-12,1857540.27,1854430.67,3711970.95,8566745.9,12278716.85,3,mtm_only,1
2021-01-13,3711970.95,0.0,3711970.95,9276196.03,12988166.98,3,mtm_only,0
2021-01-14,3711970.95,0.0,3711970.95,9597525.12,13309496.07,3,mtm_only,0
2021-01-15,3711970.95,0.0,3711970.95,10091549.81,13803520.76,3,mtm_only,0
2021-01-18,9062.23,0.0,9062.23,14542301.27,14551363.5,5,rebalance,0
2021-01-19,9062.23,0.0,9062.23,15062670.09,15071732.31,5,mtm_only,0
2021-01-20,9062.23,0.0,9062.23,15870663.11,15879725.33,5,mtm_only,0
2021-01-21,9062.23,0.0,9062.23,16909677.1,16918739.32,5,mtm_only,0
2021-01-22,9062.23,0.0,9062.23,17883679.69,17892741.92,5,mtm_only,0
2021-01-25,9062.23,0.0,9062.23,18394774.06,18403836.28,5,rebalance,0
2021-01-26,9062.23,0.0,9062.23,18714249.66,18723311.89,5,mtm_only,0
2021-01-27,9062.23,8728261.15,8737323.38,8817020.02,17554343.4,4,mtm_only,1
2021-01-28,8737323.38,0.0,8737323.38,8872395.89,17609719.26,4,mtm_only,0
2021-01-29,8737323.38,0.0,8737323.38,8832895.0,17570218.38,4,mtm_only,0
2021-02-01,233.63,0.0,233.63,17394662.1,17394895.73,5,rebalance,0
2021-02-02,233.63,0.0,233.63,17800546.38,17800780.01,5,mtm_only,0
2021-02-03,233.63,0.0,233.63,18003094.69,18003328.32,5,mtm_only,0
2021-02-04,233.63,0.0,233.63,17655886.15,17656119.78,5,mtm_only,0
2021-02-05,233.63,1631451.83,1631685.46,16150429.71,17782115.17,4,mtm_only,1
2021-02-08,642.31,0.0,642.31,17508237.82,17508880.14,5,rebalance,0
2021-02-09,642.31,0.0,642.31,17778142.17,17778784.49,5,mtm_only,0
2021-02-10,642.31,0.0,642.31,17699236.98,17699879.3,5,mtm_only,0
2021-02-18,642.31,2356706.99,2357349.31,15532356.83,17889706.14,4,rebalance,1
2021-02-19,2357349.31,2012506.0,4369855.31,13948051.1,18317906.41,3,mtm_only,1
2021-02-22,2279.5,0.0,2279.5,17865877.24,17868156.74,5,rebalance,0
2021-02-23,2279.5,0.0,2279.5,18155502.6,18157782.1,5,mtm_only,0
2021-02-24,2279.5,4386569.29,4388848.79,13528739.49,17917588.28,3,mtm_only,2
2021-02-25,4388848.79,0.0,4388848.79,13347562.03,17736410.82,3,mtm_only,0
2021-02-26,4388848.79,0.0,4388848.79,13016969.76,17405818.55,3,mtm_only,0
2021-03-01,6782.02,0.0,6782.02,17234529.58,17241311.6,5,rebalance,0
2021-03-02,6782.02,0.0,6782.02,17178567.82,17185349.84,5,mtm_only,0
2021-03-03,6782.02,0.0,6782.02,17271300.88,17278082.9,5,mtm_only,0
2021-03-04,6782.02,0.0,6782.02,16987632.86,16994414.88,5,mtm_only,0
2021-03-05,6782.02,0.0,6782.02,17091196.33,17097978.36,5,mtm_only,0
2021-03-08,6782.02,3637745.96,3644527.99,12861084.36,16505612.35,3,rebalance,2
2021-03-09,3644527.99,0.0,3644527.99,12716344.01,16360872.0,3,mtm_only,0
2021-03-10,3644527.99,0.0,3644527.99,12655895.92,16300423.91,3,mtm_only,0
2021-03-11,3644527.99,0.0,3644527.99,12893504.24,16538032.23,3,mtm_only,0
2021-03-12,3644527.99,0.0,3644527.99,12688272.42,16332800.41,3,mtm_only,0
2021-03-15,16621.69,2009988.18,2026609.86,14123119.32,16149729.19,4,rebalance,1
2021-03-16,2026609.86,0.0,2026609.86,14357429.76,16384039.63,4,mtm_only,0
2021-03-17,2026609.86,0.0,2026609.86,14692975.94,16719585.81,4,mtm_only,0
2021-03-18,2026609.86,0.0,2026609.86,14566072.14,16592682.0,4,mtm_only,0
2021-03-19,2026609.86,0.0,2026609.86,14606940.01,16633549.87,4,mtm_only,0
2021-03-22,5835.66,0.0,5835.66,16888736.99,16894572.66,5,rebalance,0
2021-03-23,5835.66,0.0,5835.66,16857657.46,16863493.12,5,mtm_only,0
2021-03-24,5835.66,0.0,5835.66,16495604.28,16501439.95,5,mtm_only,0
2021-03-25,5835.66,8061221.1,8067056.77,8434278.95,16501335.71,4,mtm_only,1
2021-03-26,8067056.77,0.0,8067056.77,8515041.1,16582097.87,4,mtm_only,0
2021-03-29,6489.87,0.0,6489.87,16661034.64,16667524.51,5,rebalance,0
2021-03-30,6489.87,0.0,6489.87,16763601.85,16770091.72,5,mtm_only,0
2021-03-31,6489.87,0.0,6489.87,16867393.71,16873883.57,5,mtm_only,0
2021-04-01,6489.87,0.0,6489.87,17168385.82,17174875.69,5,mtm_only,0
2021-04-02,6489.87,0.0,6489.87,17298721.06,17305210.92,5,mtm_only,0
2021-04-06,6489.87,0.0,6489.87,17474353.77,17480843.63,5,rebalance,0
2021-04-07,6489.87,0.0,6489.87,17721896.05,17728385.91,5,mtm_only,0
2021-04-08,6489.87,0.0,6489.87,18070015.08,18076504.94,5,mtm_only,0
2021-04-09,6489.87,0.0,6489.87,18000906.16,18007396.03,5,mtm_only,0
2021-04-12,6489.87,0.0,6489.87,17806377.18,17812867.05,5,rebalance,0
2021-04-13,6489.87,0.0,6489.87,17634554.39,17641044.25,5,mtm_only,0
2021-04-14,6489.87,0.0,6489.87,18125390.06,18131879.92,5,mtm_only,0
2021-04-15,6489.87,0.0,6489.87,18006294.05,18012783.92,5,mtm_only,0
2021-04-16,6489.87,2197220.53,2203710.39,15744908.89,17948619.28,4,mtm_only,1
2021-04-19,11038.97,0.0,11038.97,18694022.21,18705061.18,5,rebalance,0
2021-04-20,11038.97,0.0,11038.97,18853776.15,18864815.12,5,mtm_only,0
2021-04-21,11038.97,0.0,11038.97,19228912.72,19239951.69,5,mtm_only,0
2021-04-22,11038.97,0.0,11038.97,19390183.81,19401222.79,5,mtm_only,0
2021-04-23,11038.97,0.0,11038.97,18933243.18,18944282.15,5,mtm_only,0
2021-04-26,11038.97,1891246.83,1902285.8,16403867.01,18306152.81,4,rebalance,1
2021-04-27,1902285.8,0.0,1902285.8,16631592.67,18533878.47,4,mtm_only,0
2021-04-28,1902285.8,0.0,1902285.8,17007401.46,18909687.26,4,mtm_only,0
2021-04-29,1902285.8,0.0,1902285.8,17374055.91,19276341.71,4,mtm_only,0
2021-04-30,1902285.8,0.0,1902285.8,17590650.26,19492936.06,4,mtm_only,0
2021-05-06,3425.95,0.0,3425.95,19266519.27,19269945.23,5,rebalance,0
2021-05-07,3425.95,1709595.19,1713021.14,16564593.02,18277614.15,4,mtm_only,1
2021-05-10,2912.31,2213464.36,2216376.67,15790990.34,18007367.01,4,rebalance,1
2021-05-11,2216376.67,8385723.66,10602100.33,7315133.94,17917234.27,3,mtm_only,1
2021-05-12,10602100.33,0.0,10602100.33,7752832.03,18354932.36,3,mtm_only,0
2021-05-13,10602100.33,0.0,10602100.33,8003385.29,18605485.62,3,mtm_only,0
2021-05-14,10602100.33,0.0,10602100.33,8012891.03,18614991.36,3,mtm_only,0
