signal_date,execution_date,as_of_date,holding_days,status,reason,basket_size,model_name,model_path,universe,basket_path,coverage_count,coverage_ratio,ready_count,ready_ratio,missing_start_count,missing_end_count,missing_start_symbols,missing_end_symbols,equal_weight_return,weighted_return,benchmark_return,equal_weight_excess_return,weighted_excess_return,positive_ratio,top1_return,top5_mean_return
2026-04-03,2026-04-06,2026-04-02,0,pending,insufficient_holding_window,5,qlib_lgbm_semantic_all_features,data/models/qlib_lgbm_semantic_all_features,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-06/pre_open/signals/signal_basket_2026-04-03.csv,,,,,,,,,,,,,,,,
2026-04-02,2026-04-03,2026-04-02,0,pending,insufficient_holding_window,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-03/pre_open/signals/signal_basket_2026-04-02.csv,,,,,,,,,,,,,,,,
2026-04-01,2026-04-02,2026-04-02,1,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-02/pre_open/signals/signal_basket_2026-04-01.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],-0.022484463287800117,-0.022484463287800117,-0.009328474500985449,-0.013155988786814668,-0.013155988786814668,0.2,-0.03154807788447467,-0.022484463287800117
2026-03-31,2026-04-01,2026-04-02,2,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-01/pre_open/signals/signal_basket_2026-03-31.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.013348083821500479,0.01334808382150048,0.006274568137771757,0.007073515683728722,0.007073515683728724,0.8,-0.011606120425612265,0.013348083821500479
2026-03-30,2026-03-31,2026-04-02,3,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-31/pre_open/signals/signal_basket_2026-03-30.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.0045671155397478454,0.004567115539747846,-0.004146388511390591,0.008713504051138438,0.008713504051138438,0.6,-0.013084126410083274,0.0045671155397478454
2026-03-27,2026-03-30,2026-04-02,4,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-30/pre_open/signals/signal_basket_2026-03-27.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.018639270455428368,0.01863927045542837,-0.006514884876141297,0.025154155331569665,0.02515415533156967,0.8,0.04745758109242093,0.018639270455428368
2026-03-26,2026-03-27,2026-04-02,5,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-27/pre_open/signals/signal_basket_2026-03-26.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.02348904614095737,0.02348904614095737,9.579789476462949e-05,0.02339324824619274,0.02339324824619274,1.0,0.029999971389770508,0.02348904614095737
2026-03-25,2026-03-26,2026-04-02,6,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-26/pre_open/signals/signal_basket_2026-03-25.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.012886488899964998,0.012886488899965,-0.013738903396410611,0.02662539229637561,0.02662539229637561,0.8,0.004437220610751691,0.012886488899964998
2026-03-24,2026-03-25,2026-04-02,7,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-25/pre_open/signals/signal_basket_2026-03-24.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.06003583222933688,0.06003583222933688,-0.0005112979391739814,0.06054713016851086,0.06054713016851086,1.0,0.08064677120622332,0.06003583222933688
2026-03-23,2026-03-24,2026-04-02,8,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-24/pre_open/signals/signal_basket_2026-03-23.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.08761854774260942,0.08761854774260942,0.014633303604235207,0.07298524413837422,0.07298524413837422,1.0,0.08144325891633919,0.08761854774260942
