scheme,ic,icir,rank_ic,rank_icir
baseline_no_weight,0.06175977835323308,0.9988137750206049,0.04719751564549457,0.6601475484482581
top10pct_weight_3x,0.09361811304529158,1.8393811577193706,0.07614458549913827,1.2586449148209502
top20pct_weight_2x,0.09657478415711182,1.9396333119312925,0.08034217019383254,1.267874824283495
top10pct_3x_top20pct_2x,0.0874796912623144,1.7972956394521733,0.06550737431886375,1.1104610112417928
