trade_date,year,n_scored,top5,edgeA_60,edgeB_60,edgeA_180,edgeB_180,n_fwd180,n_gt20,n_gt50,n_gt100
2021-01-25,2021,674,"['603728.SH', '002126.SZ', '603920.SH', '002773.SZ', '002851.SZ']",-14.193930633425678,-8.573661103494345,-30.905667745535265,-10.721719996745865,5.0,0.0,0.0,0.0
2021-03-01,2021,675,"['603659.SH', '300748.SZ', '600600.SH', '600066.SH', '002126.SZ']",-7.949011232273735,-3.957689606404071,10.64814287590986,31.054289032517506,5.0,3.0,1.0,0.0
2021-03-29,2021,677,"['300476.SZ', '603606.SH', '002738.SZ', '300450.SZ', '300487.SZ']",21.949619257394918,26.911968697756745,66.05463922840445,85.91626198705518,5.0,4.0,3.0,3.0
2021-04-27,2021,679,"['603650.SH', '002851.SZ', '603786.SH', '300115.SZ', '688036.SH']",0.6891122900940572,10.584735907752911,-20.42814650094156,-3.4408729400909355,5.0,0.0,0.0,0.0
2021-05-28,2021,682,"['300679.SZ', '300570.SZ', '300972.SZ', '603920.SH', '003022.SZ']",-0.6647232673512125,12.84816779320011,2.5969900286826624,20.546552863112737,5.0,2.0,0.0,0.0
2021-06-28,2021,688,"['003021.SZ', '603786.SH', '600995.SH', '300972.SZ', '300570.SZ']",-13.850101811923087,-0.07288216724341753,7.338121376384746,20.874461218698574,5.0,1.0,1.0,0.0
2021-07-26,2021,689,"['002984.SZ', '600995.SH', '003021.SZ', '603786.SH', '300122.SZ']",24.90645252736985,29.10766536734892,-1.3037161160205728,5.374285890115169,5.0,1.0,1.0,0.0
2021-08-23,2021,695,"['002984.SZ', '300442.SZ', '600995.SH', '688183.SH', '603728.SH']",33.43061417386826,36.03455329357208,20.041276556450367,25.94721842369526,5.0,1.0,1.0,1.0
2021-09-22,2021,696,"['600601.SH', '603893.SH', '300857.SZ', '603290.SH', '688018.SH']",1.1065136729686522,3.332525467028933,-14.703684457519289,-13.291246789627815,5.0,0.0,0.0,0.0
2021-10-27,2021,698,"['600601.SH', '003031.SZ', '603979.SH', '603893.SH', '688099.SH']",-4.9045064031848336,0.4236320766329432,2.6591535431267235,8.382972495321415,5.0,1.0,0.0,0.0
2021-11-24,2021,699,"['300857.SZ', '603893.SH', '600601.SH', '605358.SH', '002738.SZ']",6.969886480166286,9.569008728054868,-5.9551805487194045,-1.51901814915128,5.0,1.0,0.0,0.0
2021-12-22,2021,701,"['300857.SZ', '603893.SH', '002850.SZ', '002738.SZ', '605358.SH']",6.258553980435787,7.409048177391108,-10.975163518173542,-8.129217854316567,5.0,1.0,0.0,0.0
2022-01-20,2022,706,"['300857.SZ', '002738.SZ', '002850.SZ', '300803.SZ', '603920.SH']",2.751210071667792,2.2420932253498673,7.861410873541744,14.76213292860371,5.0,2.0,1.0,0.0
2022-02-24,2022,707,"['300857.SZ', '002738.SZ', '603920.SH', '600995.SH', '300803.SZ']",4.793289904600319,4.781314033626616,0.22066452027562217,6.337883509110003,5.0,0.0,0.0,0.0
2022-03-24,2022,710,"['300857.SZ', '603920.SH', '003031.SZ', '300570.SZ', '302132.SZ']",-12.106081805774444,-13.435564261981355,-8.05839816808976,-4.40567183378207,5.0,0.0,0.0,0.0
2022-04-25,2022,713,"['002738.SZ', '002851.SZ', '600995.SH', '300487.SZ', '603728.SH']",29.82177592266069,35.554464927980064,48.82418725657154,56.67101779707785,5.0,5.0,2.0,1.0
2022-05-26,2022,714,"['603728.SH', '002130.SZ', '600995.SH', '002851.SZ', '003031.SZ']",73.24973010268387,77.30936568214214,59.33242619426456,66.87170812616134,5.0,4.0,2.0,1.0
2022-06-24,2022,716,"['002130.SZ', '600995.SH', '600601.SH', '000582.SZ', '605499.SH']",8.14254917133597,11.715021454601342,8.104128049771637,19.026762863523132,5.0,2.0,0.0,0.0
2022-07-22,2022,719,"['300100.SZ', '601966.SH', '600995.SH', '603728.SH', '605499.SH']",-2.443781702447108,2.882682364110341,1.2105818912782147,13.173221705246513,5.0,1.0,1.0,1.0
2022-08-19,2022,754,"['600601.SH', '600995.SH', '300475.SZ', '300570.SZ', '300100.SZ']",-6.1920157846269905,-2.0018057128022253,-7.997159546727126,0.860542163047491,5.0,1.0,0.0,0.0
2022-09-19,2022,756,"['600601.SH', '300100.SZ', '302132.SZ', '688336.SH', '603308.SH']",4.145145555927199,6.20708648659662,72.53792952029224,86.15503558955702,5.0,3.0,1.0,1.0
2022-10-24,2022,757,"['302132.SZ', '603728.SH', '688220.SH', '002837.SZ', '300100.SZ']",-6.208739443259089,-9.063485680313471,94.50675199684207,102.52293968117728,5.0,3.0,2.0,2.0
2022-11-21,2022,757,"['302132.SZ', '300570.SZ', '603728.SH', '003021.SZ', '300718.SZ']",75.82632578087602,75.38880599996212,98.02647701939648,101.65022348223019,5.0,3.0,3.0,2.0
2022-12-19,2022,760,"['302132.SZ', '300570.SZ', '603728.SH', '603256.SH', '600126.SH']",86.87618182661998,93.0064878864044,106.66852482085523,114.26017363218949,5.0,3.0,3.0,2.0
2023-01-17,2023,765,"['300570.SZ', '603728.SH', '600601.SH', '300548.SZ', '002487.SZ']",33.64905760388813,43.22188360266977,52.34992537238362,61.06786734062101,5.0,4.0,3.0,1.0
2023-02-21,2023,767,"['300570.SZ', '302132.SZ', '603728.SH', '300100.SZ', '002265.SZ']",4.727691606214193,9.11818232337942,37.20424633025738,43.25662663295894,5.0,3.0,2.0,1.0
2023-03-21,2023,767,"['603728.SH', '300570.SZ', '600601.SH', '603699.SH', '002044.SZ']",52.64759523115018,55.78130010408607,41.737620132874774,48.0731590210828,5.0,3.0,2.0,0.0
2023-04-19,2023,769,"['000959.SZ', '603728.SH', '600602.SH', '302132.SZ', '002044.SZ']",20.366017118924287,20.694400945760087,10.040056424296518,12.976384326403146,5.0,1.0,0.0,0.0
2023-05-22,2023,771,"['300718.SZ', '300100.SZ', '600595.SH', '000050.SZ', '000737.SZ']",6.713458975271925,6.065289385940742,6.156757049836292,7.363990655763642,5.0,0.0,0.0,0.0
2023-06-19,2023,772,"['000959.SZ', '000988.SZ', '000050.SZ', '300718.SZ', '688313.SH']",-5.95523424841691,-6.516292751848909,-10.873399942403793,-7.813637719615141,5.0,0.0,0.0,0.0
2023-07-19,2023,774,"['300718.SZ', '000988.SZ', '688183.SH', '001309.SZ', '688313.SH']",-6.670577887910054,-6.293533630638354,-6.174957575214302,-3.411917126151234,5.0,1.0,0.0,0.0
2023-08-16,2023,778,"['300718.SZ', '300548.SZ', '000988.SZ', '000737.SZ', '301377.SZ']",1.8672690971332462,5.230582741574179,13.64263783407588,18.781179812163092,5.0,1.0,1.0,1.0
2023-09-13,2023,779,"['301377.SZ', '600595.SH', '600171.SH', '300953.SZ', '603256.SH']",3.404404636775589,8.633186496144566,1.1106564732589335,5.021279968423085,5.0,1.0,0.0,0.0
2023-10-19,2023,780,"['301377.SZ', '300718.SZ', '688052.SH', '600595.SH', '688568.SH']",11.323097714647492,14.118486719086357,-15.654509154148396,-14.497338492689707,5.0,0.0,0.0,0.0
