phase,n_retrain_days,n_name_days,med_rank_std_all,p90_rank_std_all,med_rank_range_all,p90_rank_range_all,med_rank_std_contested,p90_rank_std_contested,med_rank_range_contested,p90_rank_range_contested,p90_rank_range_top,med_pair_jaccard,p10_pair_jaccard,min_pair_jaccard,med_top5_union,p90_top5_union,n_days_exact_top5_agree,extreme_divergence_freq,p90_rank_range_all_names_pct
p0,13,8927,39.7994974842648,81.7214762262545,99.0,202.0,9.011104260855047,26.391089285002632,22.0,64.19999999999999,29.60000000000001,0.4658730158730159,0.3277777777777777,0.30753968253968256,10,11,0,0.8099025428475412,
