trade_date,year,n_scored,top5,edgeA_60,edgeB_60,edgeA_180,edgeB_180,n_fwd180,n_gt20,n_gt50,n_gt100
2021-01-11,2021,672,"['002851.SZ', '003031.SZ', '603920.SH', '002402.SZ', '000739.SZ']",14.122096685020733,19.175758847922765,10.383382460166162,27.97088172264458,5.0,2.0,2.0,0.0
2021-02-08,2021,674,"['603659.SH', '300487.SZ', '600600.SH', '002126.SZ', '002851.SZ']",-4.12617585367984,5.8215457285482985,24.454331408161497,49.39874307752328,5.0,3.0,2.0,0.0
2021-03-15,2021,676,"['300748.SZ', '300476.SZ', '603659.SH', '603606.SH', '600600.SH']",-1.7198948191053332,2.453311796539222,48.835972964050754,68.7825109984471,5.0,5.0,2.0,2.0
2021-04-13,2021,677,"['300748.SZ', '603650.SH', '300115.SZ', '600600.SH', '603939.SH']",-4.052492186863206,3.4719005830376974,-16.554965528402573,2.119549736099602,5.0,1.0,0.0,0.0
2021-05-14,2021,680,"['688036.SH', '300679.SZ', '002179.SZ', '603260.SH', '603486.SH']",20.544587969968955,30.732718826318084,6.555450687121815,22.691637855514653,5.0,2.0,1.0,0.0
2021-06-11,2021,685,"['605117.SH', '603786.SH', '688099.SH', '300803.SZ', '603920.SH']",12.510150513922863,25.1868304131637,46.45936178223813,61.73909894706906,5.0,2.0,1.0,1.0
2021-07-12,2021,688,"['688278.SH', '603786.SH', '002265.SZ', '600995.SH', '300122.SZ']",-13.98758668348493,-9.297481913241088,36.45614981290315,46.481235233950365,5.0,2.0,2.0,2.0
2021-08-09,2021,691,"['002984.SZ', '600601.SH', '000921.SZ', '002461.SZ', '603728.SH']",-2.4587251971619875,1.8932081996705374,-3.294863556462045,4.444124633338611,5.0,0.0,0.0,0.0
2021-09-06,2021,695,"['003031.SZ', '300763.SZ', '688099.SH', '603893.SH', '603290.SH']",16.578762200358938,18.150776899413696,-3.228216248970402,0.6207701301340324,5.0,0.0,0.0,0.0
2021-10-13,2021,697,"['600601.SH', '003031.SZ', '603893.SH', '300570.SZ', '603290.SH']",-1.1732773641093646,5.183170510199044,8.027908793119343,12.535640523401534,5.0,1.0,0.0,0.0
2021-11-10,2021,698,"['600601.SH', '605358.SH', '002850.SZ', '003031.SZ', '688018.SH']",-6.428165739012173,-2.22202911125132,-7.959069172027862,-2.7067454099460515,5.0,1.0,0.0,0.0
2021-12-08,2021,699,"['002850.SZ', '603290.SH', '605358.SH', '002738.SZ', '603893.SH']",0.841725739258288,3.483712813643565,-10.881325110085433,-6.35530639542545,5.0,1.0,0.0,0.0
2022-01-06,2022,704,"['003031.SZ', '603920.SH', '603290.SH', '603728.SH', '300857.SZ']",-4.116312719390303,-4.24336066085837,10.252612110672649,12.560998594325465,5.0,1.0,0.0,0.0
2022-02-10,2022,707,"['300857.SZ', '002738.SZ', '603920.SH', '600601.SH', '603290.SH']",10.436386479893724,10.661775757589425,8.597213803756803,15.860200011712111,5.0,2.0,0.0,0.0
2022-03-10,2022,709,"['603920.SH', '300857.SZ', '603179.SH', '003031.SZ', '600995.SH']",-14.598975722377002,-15.125732610872051,-0.7888896788527018,4.388712654337836,5.0,0.0,0.0,0.0
2022-04-11,2022,711,"['002851.SZ', '002738.SZ', '003031.SZ', '603920.SH', '300718.SZ']",14.99004037779706,15.402783909452761,16.50330469794963,23.330978365080675,5.0,2.0,1.0,0.0
2022-05-12,2022,713,"['603728.SH', '600995.SH', '300570.SZ', '688578.SH', '002130.SZ']",49.96421369799868,53.934231869822305,65.27313181056415,73.15050067442493,5.0,4.0,1.0,1.0
2022-06-10,2022,715,"['603728.SH', '600995.SH', '002130.SZ', '002851.SZ', '600601.SH']",59.67248222719485,63.19720895424299,46.91483956862034,55.757032096931745,5.0,3.0,1.0,1.0
2022-07-08,2022,719,"['600995.SH', '300100.SZ', '603728.SH', '605499.SH', '600601.SH']",10.663130685073249,13.867340609266304,10.83949581306689,23.985057575981674,5.0,1.0,1.0,1.0
2022-08-05,2022,721,"['300100.SZ', '600995.SH', '003031.SZ', '605589.SH', '601966.SH']",-11.530358870171428,-6.8474900721123415,-20.797144920674892,-10.607029063758702,5.0,1.0,0.0,0.0
2022-09-02,2022,755,"['600601.SH', '300620.SZ', '302132.SZ', '300100.SZ', '600995.SH']",-0.24660964811468628,2.9127046322540684,61.99365663993085,73.24225567578637,5.0,2.0,1.0,1.0
2022-10-10,2022,757,"['300100.SZ', '688220.SH', '302132.SZ', '688336.SH', '603920.SH']",-0.5881449015978382,3.125580532446522,97.04620511159234,110.86654916695993,5.0,5.0,1.0,1.0
2022-11-07,2022,757,"['300570.SZ', '603728.SH', '300718.SZ', '300548.SZ', '302132.SZ']",20.727879203315602,19.844652231206528,112.77884501425213,117.34918957000855,5.0,4.0,3.0,2.0
2022-12-05,2022,759,"['603728.SH', '302132.SZ', '300570.SZ', '688220.SH', '003021.SZ']",98.63998846532705,100.818951928577,111.99903793435857,116.98382585459993,5.0,4.0,3.0,3.0
2023-01-03,2023,764,"['302132.SZ', '300570.SZ', '300548.SZ', '002064.SZ', '688281.SH']",102.82776626590595,110.15023764105048,101.95248132631693,109.28461003015389,5.0,3.0,3.0,2.0
2023-02-07,2023,766,"['300570.SZ', '302132.SZ', '002044.SZ', '600601.SH', '688538.SH']",33.5176466565765,38.727388499753715,47.74392412020623,52.99257488020805,5.0,3.0,2.0,1.0
2023-03-07,2023,767,"['300570.SZ', '300100.SZ', '600601.SH', '603728.SH', '600711.SH']",11.807277759648771,16.893374757316774,40.847762955912906,46.459621402279275,5.0,3.0,2.0,0.0
2023-04-04,2023,767,"['002138.SZ', '001203.SZ', '600031.SH', '002044.SZ', '600601.SH']",2.6833672005404763,4.226704577914342,2.9511370054847124,6.742144825670744,5.0,0.0,0.0,0.0
2023-05-08,2023,769,"['300718.SZ', '300100.SZ', '600595.SH', '603728.SH', '600601.SH']",29.7290059675062,29.541075627244872,17.818835104374692,19.910949772105123,5.0,0.0,0.0,0.0
2023-06-05,2023,771,"['300718.SZ', '600595.SH', '000050.SZ', '000988.SZ', '600292.SH']",8.260810015282225,6.4506304459106145,6.222485250989418,7.884283565187785,5.0,0.0,0.0,0.0
2023-07-05,2023,774,"['000050.SZ', '002064.SZ', '688313.SH', '000988.SZ', '688538.SH']",-1.3601731399520416,-1.81953648990536,-6.256918896525487,-3.579881524701631,5.0,0.0,0.0,0.0
2023-08-02,2023,776,"['603728.SH', '000050.SZ', '300548.SZ', '688313.SH', '301377.SZ']",5.621682256166015,7.2953535477892375,-9.640887420514385,-4.415832180886686,5.0,0.0,0.0,0.0
