phase,tag,total_ret,cagr,maxdd,sharpe,total_pnl,turnover,orders,n_episodes,avg_hold_td,ret_excl_top1,pnl_share_top1,ret_excl_top3,pnl_share_top3,ret_excl_top5,pnl_share_top5,recon_gap
p0,single,11.741300859628378,0.5793040431035128,-0.40411630583210323,1.3312429236631433,117413008.59628378,3754701816.15,433,218,50.56934306569343,8.660411789268947,0.2623975812944904,5.705284588116658,0.5140841053416919,3.115901738968825,0.7346203883400471,-1.2354202419519424
