phase,n_days,n_winners50,n_winners100,top5_gt50_single,top5_gt100_single,precision50_single,precision100_single,capture50_single,capture100_single,med_rank_single,top5_gt50_ens3,top5_gt100_ens3,precision50_ens3,precision100_ens3,capture50_ens3,capture100_ens3,med_rank_ens3,top5_gt50_ens5,top5_gt100_ens5,precision50_ens5,precision100_ens5,capture50_ens5,capture100_ens5,med_rank_ens5
p0,16,853,299,13,3,0.1625,0.0375,0.015240328253223915,0.010033444816053512,294.0,13,4,0.1625,0.05,0.015240328253223915,0.013377926421404682,287.0,12,4,0.15,0.05,0.01406799531066823,0.013377926421404682,289.0
