trade_date,year,n_scored,top5,edgeA_60,edgeB_60,edgeA_180,edgeB_180,n_fwd180,n_gt20,n_gt50,n_gt100
2021-01-11,2021,672,"['002851.SZ', '003031.SZ', '000739.SZ', '603920.SH', '300748.SZ']",13.595010585890305,18.64867274879234,6.474161020886757,24.06166028336518,5.0,2.0,2.0,0.0
2021-02-08,2021,674,"['603659.SH', '300487.SZ', '002126.SZ', '002851.SZ', '600600.SH']",-4.12617585367984,5.8215457285482985,24.454331408161508,49.398743077523285,5.0,3.0,2.0,0.0
2021-03-15,2021,676,"['300748.SZ', '603659.SH', '600066.SH', '600600.SH', '002851.SZ']",-0.20727014857960663,3.965936467064948,7.481313654447192,27.427851688843536,5.0,3.0,1.0,1.0
2021-04-13,2021,677,"['603650.SH', '300748.SZ', '603939.SH', '300487.SZ', '002738.SZ']",57.304938117493876,64.82933088739478,50.37688237250961,69.05139763701177,5.0,3.0,2.0,2.0
2021-05-14,2021,680,"['688036.SH', '603650.SH', '300679.SZ', '002179.SZ', '002078.SZ']",15.524716041476308,25.712846897825436,-9.091929526512137,7.0442576418807,5.0,1.0,0.0,0.0
2021-06-11,2021,685,"['688099.SH', '605117.SH', '300972.SZ', '603786.SH', '688278.SH']",3.44678558258215,16.12346548182299,34.54431332383036,49.82405048866128,5.0,2.0,1.0,1.0
2021-07-12,2021,688,"['603786.SH', '600995.SH', '688278.SH', '002265.SZ', '000921.SZ']",-10.894729808180589,-6.204625037936748,37.30437245964249,47.3294578806897,5.0,2.0,2.0,2.0
2021-08-09,2021,691,"['002984.SZ', '600601.SH', '688278.SH', '600995.SH', '603728.SH']",35.01676740681557,39.368700803648096,18.220508907608885,25.95949709740954,5.0,1.0,1.0,0.0
2021-09-06,2021,695,"['300857.SZ', '003031.SZ', '603728.SH', '300570.SZ', '300442.SZ']",17.47723469006975,19.04924938912451,0.06405475589939119,3.913041135003825,5.0,0.0,0.0,0.0
2021-10-13,2021,697,"['600601.SH', '003031.SZ', '603893.SH', '300570.SZ', '603290.SH']",-1.1732773641093646,5.183170510199044,8.027908793119343,12.535640523401534,5.0,1.0,0.0,0.0
2021-11-10,2021,698,"['300857.SZ', '600601.SH', '605358.SH', '002850.SZ', '688099.SH']",-3.5990458970874633,0.6070907306733896,-13.619215329081019,-8.36689156699921,5.0,0.0,0.0,0.0
2021-12-08,2021,699,"['002850.SZ', '603893.SH', '603290.SH', '002738.SZ', '605358.SH']",0.841725739258288,3.483712813643565,-10.881325110085433,-6.35530639542545,5.0,1.0,0.0,0.0
2022-01-06,2022,704,"['002738.SZ', '003031.SZ', '002850.SZ', '603920.SH', '300857.SZ']",6.066654016051507,5.939606074583439,5.248678956237329,7.557065439890145,5.0,1.0,0.0,0.0
2022-02-10,2022,707,"['300857.SZ', '002738.SZ', '603290.SH', '300803.SZ', '603920.SH']",10.879304934829342,11.104694212525043,8.160132258692423,15.42311846664773,5.0,2.0,0.0,0.0
2022-03-10,2022,709,"['603920.SH', '003031.SZ', '300857.SZ', '603179.SH', '600995.SH']",-14.598975722377002,-15.125732610872051,-0.7888896788527018,4.388712654337836,5.0,0.0,0.0,0.0
