run,total_ret,cagr,maxdd,sharpe,total_ret_pct,cagr_pct,maxdd_pct
seed42,11.741300859628378,0.5793040431035128,-0.40411630583210323,1.33,1174.1,57.9,-40.4
ens3,6.762897170465435,0.444852791509196,-0.41559742563525337,1.1,676.3,44.5,-41.6
seed456,5.917116128290833,0.41523073613729067,-0.42183661872348954,1.03,591.7,41.5,-42.2
seed123,5.760071435550549,0.409406394078768,-0.4706881385421925,0.99,576.0,40.9,-47.1
ens5,5.01673425796325,0.3802304187279433,-0.46021867259448324,0.99,501.7,38.0,-46.0
seed7,4.89800565913883,0.3752994858319567,-0.4144283105217631,0.97,489.8,37.5,-41.4
seed77,3.930469039384305,0.3317524804730565,-0.44608430286490386,0.88,393.0,33.2,-44.6
