trade_date,instrument,name,industry,score,score_rank_pct,label_value,amount_log,rps_60d,ret_60d,ret_120d,price_percentile_252d,pe_rank_252d,pb_rank_252d,trend_smoothness_60d,industry_ret_20d,industry_ret_60d,industry_ret_120d,industry_breadth_20d,industry_breadth_60d,industry_volume_expansion,stock_minus_industry_ret_20d,stock_minus_industry_ret_60d,industry_top_stock_momentum,type
2020-12-11,000009.SZ,中国宝安,电气设备,1.2452,0.8667,2.1693,19.2292,0.5165,0.0163,-0.0691,0.3294,0.1270,0.0794,0.0164,0.0017,0.0032,0.0030,0.4757,0.4981,1.0995,-0.1404,-0.1897,0.1104,missed
2021-01-26,000009.SZ,中国宝安,电气设备,0.8576,0.6222,2.0258,19.8627,0.1875,-0.0788,-0.1481,0.3373,0.1448,0.0397,-0.0708,0.0036,0.0042,0.0029,0.5125,0.5144,1.6744,-0.1030,-0.3652,0.1268,missed
2021-02-09,000009.SZ,中国宝安,电气设备,1.2483,0.6471,1.2992,20.2610,0.5966,0.0345,0.0100,0.8373,0.6230,0.3968,0.0299,0.0012,0.0037,0.0027,0.4977,0.5100,1.4878,0.1036,-0.2219,0.1379,missed
2022-05-23,000032.SZ,深桑达Ａ,建筑工程,0.7818,0.7059,1.0026,17.9002,0.0120,-0.4135,-0.2269,0.0714,0.0714,0.3690,-0.3261,0.0022,-0.0013,0.0009,0.5233,0.4622,1.2231,-0.1896,-0.3283,0.0258,missed
2022-06-24,000032.SZ,深桑达Ａ,建筑工程,0.6339,0.5500,1.2265,18.3918,0.0863,-0.1769,-0.2189,0.1329,0.1329,0.3591,-0.1504,-0.0005,0.0007,-0.0003,0.4333,0.4800,1.1445,0.1668,-0.2009,0.0254,missed
2022-07-28,000032.SZ,深桑达Ａ,建筑工程,1.1607,0.8222,1.1659,17.6433,0.6111,0.1299,-0.3141,0.2063,0.2063,0.3373,0.1386,-0.0013,-0.0003,-0.0004,0.4433,0.4571,0.8538,0.0495,0.1501,0.0288,missed
2022-09-29,000032.SZ,深桑达Ａ,建筑工程,3.3140,0.9756,1.7158,16.8426,0.2878,-0.1680,-0.3059,0.0040,0.0040,0.0040,-0.1420,-0.0041,-0.0020,-0.0011,0.4033,0.4348,1.2028,-0.0352,-0.0465,0.0143,missed
2022-10-11,000032.SZ,深桑达Ａ,建筑工程,3.5240,0.9432,1.8118,16.4870,0.2913,-0.1821,-0.3005,0.0040,0.0040,0.0040,-0.1603,-0.0042,-0.0022,-0.0012,0.3833,0.4293,1.2401,-0.0145,-0.0516,0.0132,missed
2022-07-06,000034.SZ,神州数码,软件服务,0.4440,0.5161,1.0717,18.7523,0.5902,0.0411,-0.0600,0.2837,0.9167,0.1786,0.0366,-0.0014,-0.0000,-0.0018,0.4736,0.4980,1.3677,-0.0109,0.0668,0.0156,missed
2024-06-19,000034.SZ,神州数码,软件服务,1.3469,0.8421,1.0240,20.3408,0.0493,-0.2687,-0.2314,0.0278,0.0040,0.0198,-0.2182,-0.0036,-0.0029,-0.0019,0.4390,0.4340,0.8102,-0.1457,-0.0914,0.0331,missed
2023-12-29,000062.SZ,深圳华强,元器件,1.8681,0.9333,1.4214,17.2804,0.7009,0.0054,-0.0140,0.1667,0.1667,0.1131,0.0086,0.0002,0.0011,-0.0001,0.4611,0.4712,0.7779,-0.0431,-0.0491,0.0610,missed
2024-01-10,000062.SZ,深圳华强,元器件,2.0135,1.0000,1.5391,17.4300,0.4791,-0.0792,-0.0951,0.0040,0.0040,0.0040,-0.1264,-0.0052,-0.0011,-0.0011,0.3411,0.4282,0.8056,0.0048,-0.0019,0.0587,missed
2024-02-08,000062.SZ,深圳华强,元器件,1.8061,0.9508,2.7966,18.3173,0.1838,-0.2190,-0.1897,0.0238,0.0238,0.0238,-0.2185,-0.0043,-0.0035,-0.0009,0.3889,0.3986,1.0510,-0.0439,-0.0172,0.0370,missed
2024-03-20,000062.SZ,深圳华强,元器件,2.1543,0.9615,1.5130,17.9429,0.1343,-0.1000,-0.1032,0.1389,0.1389,0.1389,-0.0849,0.0094,0.0011,0.0009,0.5989,0.4744,1.6398,-0.1605,-0.1437,0.0213,missed
2024-04-22,000062.SZ,深圳华强,元器件,2.7824,1.0000,1.4801,17.5537,0.0938,-0.1351,-0.1643,0.0198,0.9921,0.0198,-0.1025,-0.0052,0.0009,-0.0000,0.3827,0.4728,1.2202,-0.0114,-0.1616,0.0276,missed
2024-05-09,000062.SZ,深圳华强,元器件,1.8650,0.9118,1.2814,17.6376,0.2155,0.0483,-0.1607,0.1687,0.9901,0.1329,0.0410,0.0037,0.0046,-0.0002,0.5250,0.5223,0.9257,-0.0417,-0.2348,0.0428,missed
2024-06-04,000062.SZ,深圳华强,元器件,0.5288,0.5641,1.4605,17.8288,0.3515,-0.0471,-0.2085,0.0595,0.9048,0.1151,-0.0511,-0.0006,0.0007,-0.0000,0.4707,0.4739,1.0329,-0.0413,-0.0797,0.0705,missed
2024-07-31,000062.SZ,深圳华强,元器件,0.7761,0.5395,1.8640,18.2914,0.5435,-0.0823,-0.0988,0.1468,0.8492,0.1706,-0.0686,0.0019,0.0003,0.0019,0.4609,0.4638,1.3052,-0.0058,-0.1041,0.1011,missed
2024-08-14,000062.SZ,深圳华强,元器件,0.8192,0.6970,2.1920,18.6582,0.5221,-0.1220,-0.0899,0.0992,0.7659,0.1032,-0.1083,-0.0044,-0.0007,0.0011,0.4272,0.4562,1.0679,0.0934,-0.0723,0.0926,missed
2020-12-15,000155.SZ,川能动力,新型电力,-0.0893,0.4444,3.9648,19.2062,0.9082,0.3532,0.4895,0.9236,0.9236,0.9236,0.2676,-0.0014,-0.0001,0.0012,0.4125,0.3958,1.7595,-0.1229,0.3590,0.0498,high_score
2021-02-25,000155.SZ,川能动力,新型电力,1.0617,0.7959,1.2642,20.6442,0.9745,0.5995,1.3883,0.9050,0.9050,0.9050,0.2087,0.0053,0.0048,0.0026,0.5000,0.4914,1.3530,-0.2761,0.4524,0.1532,missed
2021-03-02,000155.SZ,川能动力,新型电力,1.3220,0.7857,1.3874,20.4359,0.9844,0.6839,1.3534,0.8926,0.8926,0.8926,0.2367,0.0047,0.0055,0.0029,0.5167,0.5002,3.2767,-0.4517,0.5072,0.1553,missed
2020-12-01,000301.SZ,东方盛虹,化纤,0.5194,0.6200,1.9338,19.5387,0.9827,0.7066,0.8603,0.9881,0.9881,0.9881,0.5219,0.0097,0.0036,0.0042,0.5786,0.5167,2.3957,0.2237,0.4781,0.1179,missed
2025-07-29,000338.SZ,潍柴动力,汽车配件,-0.1012,0.1569,1.0120,20.7336,0.2484,0.0086,0.0646,0.7560,0.2083,0.8175,0.0149,0.0009,-0.0003,0.0003,0.4976,0.4606,1.0167,-0.0237,0.0265,0.0307,high_score
2025-08-13,000338.SZ,潍柴动力,汽车配件,-0.0162,0.2449,1.2508,20.5655,0.3124,0.0174,0.0278,0.6230,0.1151,0.7381,0.0333,0.0017,-0.0002,-0.0003,0.4929,0.4609,1.2346,-0.0502,0.0282,0.0198,high_score
2021-04-26,000400.SZ,许继电气,电气设备,2.5158,0.9130,1.0588,18.9185,0.4748,-0.0565,-0.0578,0.1607,0.0040,0.0198,-0.0442,0.0016,-0.0015,0.0016,0.4734,0.4734,0.7908,-0.1676,0.0435,0.0888,missed
2020-12-08,000408.SZ,藏格矿业,农药化肥,0.9553,0.7241,2.6119,17.2276,0.2820,-0.0632,0.3202,0.6892,0.7530,0.5936,-0.0601,0.0017,0.0023,0.0036,0.4733,0.4939,1.9525,-0.1007,-0.2284,0.0940,missed
2021-01-04,000408.SZ,藏格矿业,农药化肥,-0.0981,0.4545,2.0769,17.9093,0.6405,0.1078,0.2820,0.7809,0.7809,0.7092,0.0922,0.0000,0.0040,0.0029,0.4800,0.5217,1.1400,-0.0202,-0.1354,0.0941,high_score
2021-02-10,000408.SZ,藏格矿业,农药化肥,-0.3746,0.3415,2.2862,18.3391,0.4730,-0.0383,-0.0428,0.8685,0.9920,0.8805,-0.0311,0.0080,0.0037,0.0026,0.5583,0.5244,1.5725,-0.1142,-0.2656,0.1463,high_score
2021-03-02,000408.SZ,藏格矿业,农药化肥,-0.4030,0.2143,1.8511,18.4614,0.7362,0.1346,0.1794,0.9880,0.9960,0.9920,0.0874,0.0037,0.0037,0.0028,0.5167,0.5300,2.0718,-0.0516,-0.0784,0.1520,high_score
2021-04-30,000408.SZ,藏格矿业,农药化肥,0.4593,0.5037,1.5987,19.2057,0.8922,0.2627,0.5000,1.0000,1.0000,1.0000,0.1540,0.0008,0.0018,0.0030,0.5333,0.5333,0.7607,0.2132,0.1713,0.1245,missed
2021-05-07,000408.SZ,藏格矿业,农药化肥,0.7832,0.5952,1.3403,17.7321,0.9734,0.5348,0.6043,1.0000,1.0000,1.0000,0.3127,0.0027,0.0026,0.0032,0.5583,0.5444,0.8016,0.2110,0.3825,0.1246,missed
2024-12-20,000408.SZ,藏格矿业,农药化肥,0.3888,0.4848,1.0904,18.6450,0.1950,0.1117,0.1008,0.5635,0.6429,0.3889,0.1094,-0.0012,0.0032,0.0005,0.4643,0.5048,0.7550,-0.0126,-0.0762,0.0746,high_score
2025-01-02,000408.SZ,藏格矿业,农药化肥,-0.2648,0.2597,1.0313,19.1389,0.7726,0.0553,0.0787,0.5675,0.6468,0.4008,0.0692,-0.0018,-0.0002,0.0008,0.4429,0.4762,0.6455,0.0039,0.0778,0.0768,high_score
2025-03-19,000408.SZ,藏格矿业,农药化肥,0.3142,0.5000,1.0033,19.4725,0.9422,0.3503,0.5399,0.9798,0.9798,0.9798,0.4846,0.0034,0.0013,0.0022,0.5286,0.4821,1.2182,0.0425,0.2695,0.0349,high_score
2025-04-30,000408.SZ,藏格矿业,农药化肥,0.0340,0.2846,1.6361,19.0121,0.8908,0.1749,0.2330,0.9474,0.9798,0.8421,0.2082,-0.0007,0.0008,0.0003,0.4714,0.4738,1.0212,-0.0061,0.1253,0.0565,high_score
2025-05-19,000408.SZ,藏格矿业,农药化肥,0.4629,0.5472,1.3645,19.5093,0.8507,0.1006,0.2356,0.8826,0.9271,0.7753,0.1228,0.0018,0.0010,0.0003,0.5143,0.4833,0.8785,0.0170,0.0466,0.0657,missed
2025-06-18,000408.SZ,藏格矿业,农药化肥,0.4220,0.4255,1.0057,19.0360,0.9084,0.1169,0.5081,1.0000,1.0000,0.9717,0.1498,0.0035,0.0010,0.0012,0.5286,0.4857,0.9340,0.0728,0.0603,0.0655,high_score
2025-07-10,000408.SZ,藏格矿业,农药化肥,0.4518,0.4118,1.0681,19.1605,0.8833,0.2207,0.4940,0.9514,0.9514,0.9393,0.3189,0.0009,0.0020,0.0016,0.4286,0.4905,1.1122,0.0022,0.0976,0.0629,high_score
2025-08-01,000408.SZ,藏格矿业,农药化肥,-0.2306,0.2264,1.0298,19.8126,0.9222,0.2862,0.4260,0.9717,0.9717,0.9717,0.3799,0.0050,0.0028,0.0018,0.5429,0.5024,1.2244,-0.0289,0.1087,0.0611,high_score
2025-01-27,000426.SZ,兴业银锡,铅锌,-0.3093,0.2759,1.5255,18.9306,0.3053,-0.0863,-0.0343,0.4782,0.2202,0.2639,-0.0800,-0.0004,-0.0011,0.0005,0.4333,0.4056,0.7897,0.0264,-0.0108,0.0492,high_score
2025-02-10,000426.SZ,兴业银锡,铅锌,-0.4532,0.3333,1.1617,19.5486,0.3656,-0.1071,0.1109,0.5754,0.3056,0.3313,-0.1020,0.0035,-0.0019,0.0012,0.5333,0.3944,0.7629,0.0572,0.0058,0.0419,high_score
2025-03-20,000426.SZ,兴业银锡,铅锌,0.8278,0.7586,1.4946,20.1552,0.7148,0.0693,0.4054,0.8611,0.5873,0.5119,0.0650,0.0035,0.0006,0.0025,0.4667,0.4389,1.2694,0.0078,0.0416,0.0062,missed
2025-04-01,000426.SZ,兴业银锡,铅锌,0.2161,0.2209,1.6521,20.2018,0.8392,0.1188,0.1206,0.7341,0.5615,0.4345,0.1140,0.0025,0.0007,0.0008,0.4667,0.4389,1.5756,0.0385,0.0832,0.0006,high_score
2025-05-30,000426.SZ,兴业银锡,铅锌,0.0985,0.4359,3.1864,19.8378,0.7842,0.0576,0.0525,0.5714,0.0238,0.1706,0.0446,0.0007,-0.0001,-0.0002,0.4500,0.4667,0.6729,0.0411,0.0735,0.0128,high_score
2025-06-03,000426.SZ,兴业银锡,铅锌,-0.0396,0.2353,3.4144,20.4229,0.8319,0.0900,0.0571,0.7421,0.0714,0.3175,0.0681,0.0009,0.0001,-0.0002,0.4833,0.4722,0.6800,0.0156,0.0946,0.0135,high_score
2025-07-31,000426.SZ,兴业银锡,铅锌,0.2090,0.3333,1.4261,20.7366,0.9260,0.3151,0.3589,0.9444,0.2540,0.9325,0.2586,0.0011,0.0021,0.0009,0.4500,0.5000,1.3372,0.0221,0.1825,0.0782,high_score
2025-08-21,000426.SZ,兴业银锡,铅锌,0.8145,0.7429,1.2117,20.3786,0.9109,0.4449,0.5785,0.9762,0.5952,0.9762,0.3703,0.0003,0.0036,0.0019,0.5000,0.5556,1.3804,0.0121,0.2077,0.1094,missed
2020-12-18,000519.SZ,中兵红箭,专用机械,1.4932,0.9091,1.0496,18.8787,0.1676,-0.1047,-0.0066,0.4663,0.4782,0.4087,-0.1151,0.0011,0.0013,0.0023,0.4850,0.4871,1.2424,-0.1215,-0.1995,0.0994,missed
2021-01-28,000519.SZ,中兵红箭,专用机械,0.6490,0.6418,1.9790,19.7522,0.4233,-0.0205,-0.1769,0.5040,0.5079,0.4683,-0.0184,0.0020,0.0021,0.0014,0.4750,0.4944,1.5252,-0.0516,-0.1806,0.1253,missed
2021-02-09,000519.SZ,中兵红箭,专用机械,0.9818,0.5000,2.4509,19.1604,0.4730,-0.0453,-0.1959,0.3492,0.3571,0.2937,-0.0386,-0.0025,0.0008,0.0012,0.4583,0.4858,1.5354,-0.1192,-0.1066,0.1240,high_score
2021-03-01,000519.SZ,中兵红箭,专用机械,0.7141,0.6632,2.1974,18.8366,0.2255,-0.1054,-0.1373,0.3671,0.3750,0.2956,-0.0946,-0.0033,0.0010,0.0014,0.4861,0.5000,1.1869,-0.1023,-0.1638,0.1245,missed
2021-04-01,000519.SZ,中兵红箭,专用机械,0.2847,0.5000,2.0784,18.6098,0.2972,-0.0890,-0.1538,0.1706,0.1984,0.1091,-0.0838,0.0002,0.0002,0.0013,0.4944,0.4889,0.7692,-0.0642,-0.0791,0.0983,high_score
2021-07-07,000519.SZ,中兵红箭,专用机械,0.1346,0.3200,1.0857,19.4170,0.7629,0.1676,-0.0198,0.5476,0.3810,0.4643,0.1191,0.0033,0.0016,0.0007,0.5250,0.4944,1.3216,-0.1512,0.0811,0.0701,high_score
2020-12-25,000537.SZ,绿发电力,新型电力,-0.9187,0.0541,1.3315,16.7959,0.2017,-0.1068,-0.1971,0.0159,0.0159,0.0159,-0.1577,0.0049,0.0032,0.0021,0.4688,0.4375,1.5569,-0.1771,-0.3288,0.0503,high_score
2021-01-07,000537.SZ,绿发电力,新型电力,-1.2189,0.0357,1.8635,17.7321,0.1541,-0.1393,-0.2474,0.0040,0.0040,0.0040,-0.2099,0.0098,0.0030,0.0016,0.5375,0.4333,1.7245,-0.3411,-0.3544,0.0670,high_score
2021-02-25,000537.SZ,绿发电力,新型电力,-1.2779,0.0816,2.6433,18.6841,0.2426,-0.0946,-0.1917,0.1270,0.1270,0.1270,-0.1388,0.0053,0.0048,0.0026,0.5000,0.4914,1.3530,-0.1417,-0.2417,0.1532,high_score
2021-03-05,000537.SZ,绿发电力,新型电力,-0.9567,0.0909,2.7281,17.2906,0.1501,-0.1483,-0.2448,0.0873,0.0873,0.0873,-0.2107,0.0046,0.0058,0.0030,0.5444,0.5069,6.9548,-0.0501,-0.3656,0.1602,high_score
2021-04-30,000537.SZ,绿发电力,新型电力,-1.3280,0.0148,3.1966,17.6925,0.4384,-0.0355,-0.1312,0.0198,0.8690,0.0040,-0.0563,-0.0044,0.0026,0.0039,0.3889,0.4963,1.2644,0.0270,-0.2178,0.1560,high_score
2021-05-18,000537.SZ,绿发电力,新型电力,-0.4075,0.1556,2.4283,17.0054,0.5714,0.0221,-0.1895,0.0754,0.9444,0.0437,0.0351,0.0020,0.0030,0.0039,0.4833,0.5130,0.7319,-0.0548,-0.1343,0.1438,high_score
2021-06-30,000537.SZ,绿发电力,新型电力,0.0394,0.4702,2.3376,16.7370,0.2287,-0.0904,-0.1619,0.0060,0.6528,0.0060,-0.2019,0.0031,0.0015,0.0041,0.4323,0.4309,2.7042,-0.0607,-0.0188,0.1066,high_score
2021-07-30,000537.SZ,绿发电力,新型电力,0.6178,0.6220,1.5286,16.9436,0.1403,-0.1967,-0.2112,0.0060,0.3313,0.0060,-0.3754,0.0018,0.0026,0.0028,0.4545,0.4333,2.2051,-0.2003,-0.2158,0.0660,missed
2021-08-24,000537.SZ,绿发电力,新型电力,0.6698,0.5455,1.5962,16.7195,0.1975,-0.1568,-0.1861,0.0655,0.5218,0.0655,-0.2548,0.0052,0.0026,0.0028,0.4864,0.4383,1.3718,-0.0553,-0.2968,0.0677,missed
2021-09-07,000537.SZ,绿发电力,新型电力,-0.3476,0.4000,1.1355,17.1308,0.5818,0.0979,-0.0300,0.5714,1.0000,0.3929,0.1135,0.0089,0.0045,0.0031,0.5364,0.4788,1.3408,0.0851,-0.2030,0.0881,high_score
2025-04-18,000559.SZ,万向钱潮,汽车配件,0.4695,0.4286,2.2009,18.9317,0.4831,-0.0210,0.1348,0.5744,0.5744,0.5744,-0.0162,-0.0085,0.0002,0.0008,0.3825,0.4725,0.9568,-0.0109,-0.0183,0.1126,high_score
2025-05-06,000559.SZ,万向钱潮,汽车配件,0.2350,0.3400,1.8525,19.5974,0.8018,0.1047,-0.0260,0.8724,0.4938,0.7860,0.0722,-0.0016,0.0012,0.0012,0.4875,0.4875,0.8215,-0.0516,0.0381,0.1134,high_score
2025-06-23,000559.SZ,万向钱潮,汽车配件,-0.5423,0.1667,1.1272,19.3744,0.8331,0.0579,0.1404,0.8631,0.5536,0.8988,0.0296,-0.0046,-0.0028,0.0003,0.3756,0.4260,0.9982,-0.0294,0.2241,0.0627,high_score
2025-07-02,000559.SZ,万向钱潮,汽车配件,-0.7727,0.0976,1.0117,20.2121,0.6775,0.0295,0.2098,0.8929,0.7381,0.9345,0.0173,-0.0009,-0.0017,0.0004,0.4357,0.4511,0.8765,-0.0059,0.1439,0.0491,high_score
2020-12-31,000629.SZ,钒钛股份,小金属,0.0763,0.5301,1.3088,18.9927,0.5221,0.0534,-0.0882,0.3869,0.6488,0.3393,0.0568,0.0107,0.0070,0.0027,0.5625,0.5396,2.0025,-0.3389,-0.4957,0.1136,missed
2021-01-25,000629.SZ,钒钛股份,小金属,0.2753,0.5455,1.0394,18.6077,0.4324,0.0201,-0.0814,0.1389,0.3373,0.1091,0.0194,0.0103,0.0101,0.0044,0.5781,0.5865,1.6716,-0.3095,-0.8519,0.2135,missed
2025-04-11,000630.SZ,铜陵有色,铜,1.0946,0.6429,1.0504,20.2994,0.2578,-0.0652,-0.1301,0.0476,0.0476,0.1548,-0.0949,-0.0051,-0.0008,-0.0006,0.4250,0.4750,1.4828,-0.0230,-0.0092,0.0180,missed
2025-05-16,000630.SZ,铜陵有色,铜,0.3921,0.4364,1.3571,19.6102,0.4693,-0.0393,-0.0536,0.2401,0.1190,0.1885,-0.0553,0.0025,-0.0001,-0.0001,0.5000,0.4833,0.9064,-0.0139,-0.0270,0.0159,high_score
2025-06-03,000630.SZ,铜陵有色,铜,0.3850,0.5882,1.7604,19.3790,0.5546,-0.0185,-0.0364,0.2659,0.1448,0.2143,-0.0259,0.0018,0.0006,0.0002,0.5089,0.5009,0.6481,-0.0271,-0.0414,0.0196,missed
2020-12-16,000657.SZ,中钨高新,小金属,0.0131,0.1667,1.0328,17.3590,0.3357,-0.0539,0.0881,0.5476,0.6587,0.3373,-0.0623,0.0035,0.0033,0.0025,0.4875,0.4844,3.1212,-0.1310,-0.2722,0.0749,high_score
2021-01-28,000657.SZ,中钨高新,小金属,0.1814,0.4328,1.0382,18.5667,0.5781,0.0365,-0.1156,0.5933,0.6389,0.4762,0.0282,0.0089,0.0083,0.0038,0.5531,0.5646,1.7717,-0.2603,-0.6294,0.2323,high_score
2021-02-05,000657.SZ,中钨高新,小金属,0.5398,0.5946,1.1693,18.3139,0.4801,-0.0572,-0.0954,0.3234,0.4504,0.1766,-0.0422,-0.0019,0.0062,0.0033,0.4531,0.5344,1.8675,-0.1105,-0.4932,0.2591,missed
2021-03-01,000657.SZ,中钨高新,小金属,-0.0936,0.3368,1.2056,19.2758,0.7121,0.1122,0.1186,0.9921,0.9921,0.9722,0.0719,0.0012,0.0069,0.0050,0.4625,0.5302,1.5807,0.0656,-0.3486,0.2926,high_score
2025-01-03,000657.SZ,中钨高新,小金属,1.4973,0.8537,1.1205,18.9463,0.4497,-0.0690,-0.0223,0.3595,0.3926,0.3058,-0.0521,-0.0054,-0.0008,0.0011,0.3750,0.4562,0.5534,-0.0405,-0.0047,0.0977,missed
2025-02-17,000657.SZ,中钨高新,小金属,2.5163,1.0000,1.4017,18.8321,0.1080,-0.1445,0.1504,0.4921,0.9603,0.0595,-0.1394,0.0022,-0.0017,0.0019,0.5031,0.4490,0.8694,-0.0083,-0.0379,0.0612,missed
2025-03-20,000657.SZ,中钨高新,小金属,2.7137,0.9655,1.4620,18.8551,0.6796,0.0545,0.3908,0.6885,0.9643,0.2401,0.0584,0.0025,0.0005,0.0027,0.4719,0.4729,1.5218,0.0240,0.0288,0.0193,missed
2025-04-09,000657.SZ,中钨高新,小金属,1.9234,0.8000,2.0997,19.2018,0.6662,0.0203,0.0078,0.3016,0.8135,0.0119,0.0209,-0.0067,-0.0002,-0.0000,0.3625,0.4688,1.4640,-0.0506,0.0391,0.0152,missed
2025-05-06,000657.SZ,中钨高新,小金属,1.0263,0.8400,4.0490,19.3613,0.6311,0.0269,-0.0010,0.6508,0.1905,0.7063,0.0299,-0.0012,0.0002,-0.0005,0.5062,0.4688,0.8445,0.0134,0.0247,0.0181,missed
2025-06-27,000657.SZ,中钨高新,小金属,-0.2634,0.4222,3.0753,19.7571,0.9322,0.1712,0.2130,0.9345,0.5139,0.9663,0.1832,0.0032,0.0007,0.0006,0.5250,0.5052,1.1925,-0.0442,0.1391,0.0304,high_score
2025-07-03,000657.SZ,中钨高新,小金属,-0.4109,0.1667,3.0725,19.7400,0.9398,0.2060,0.3029,0.9683,0.6389,0.9921,0.2170,0.0034,0.0015,0.0011,0.5437,0.5208,1.2095,-0.0621,0.1241,0.0313,high_score
2025-08-27,000657.SZ,中钨高新,小金属,-0.4307,0.1912,2.2202,21.8208,0.9486,0.6296,1.0588,1.0000,0.9960,0.9762,0.4711,0.0048,0.0058,0.0031,0.5594,0.5469,2.0795,0.0512,0.2132,0.1055,high_score
2020-12-22,000683.SZ,博源化工,化工原料,0.6694,0.6667,4.7283,18.2728,0.2332,-0.1053,0.2011,0.6151,0.6706,0.4722,-0.0968,-0.0015,0.0012,0.0031,0.4329,0.4749,1.4608,-0.0600,-0.1961,0.1201,missed
2021-01-11,000683.SZ,博源化工,化工原料,0.8706,0.5263,3.0000,18.4489,0.2265,-0.1022,0.0802,0.3571,0.5278,0.2381,-0.1100,0.0035,0.0018,0.0024,0.5318,0.4895,1.0320,-0.1141,-0.2184,0.1157,missed
2021-02-18,000683.SZ,博源化工,化工原料,0.4412,0.5692,1.9643,18.8001,0.4332,-0.0345,-0.1418,0.7480,0.6786,0.6230,-0.0400,0.0069,0.0031,0.0020,0.5250,0.4991,1.3463,-0.0533,-0.2008,0.1258,missed
2021-03-02,000683.SZ,博源化工,化工原料,0.0237,0.3714,1.7500,20.1143,0.7092,0.1150,0.0000,0.8710,0.8175,0.8254,0.0884,0.0030,0.0030,0.0020,0.4864,0.4994,1.4156,0.1905,-0.0215,0.1250,high_score
2021-04-28,000683.SZ,博源化工,化工原料,0.0594,0.2817,2.2635,18.2128,0.9552,0.3645,0.2944,0.9345,0.9960,0.7897,0.2322,0.0005,0.0004,0.0018,0.5068,0.4894,0.7087,0.0553,0.3638,0.0966,high_score
2021-05-11,000683.SZ,博源化工,化工原料,-0.5979,0.1667,1.7417,19.8633,0.9720,0.6165,0.5136,0.9960,0.9960,0.9960,0.3616,-0.0002,0.0000,0.0012,0.5045,0.4917,0.7773,0.2345,0.6366,0.0918,high_score
2021-06-07,000683.SZ,博源化工,化工原料,0.1017,0.2083,1.0980,18.3291,0.9832,0.7791,1.1250,1.0000,1.0000,1.0000,0.5099,0.0067,0.0032,0.0025,0.5477,0.5258,1.4386,0.2244,0.5966,0.0849,high_score
2025-06-30,000703.SZ,恒逸石化,化纤,-0.0808,0.3200,1.1139,18.5524,0.4379,-0.0249,-0.0376,0.0774,0.8353,0.1071,-0.0660,-0.0004,-0.0007,-0.0005,0.4313,0.4729,0.9713,-0.0118,0.0242,0.0061,high_score
2025-07-17,000703.SZ,恒逸石化,化纤,-0.0078,0.4000,1.7440,17.7281,0.2459,-0.0169,-0.0506,0.0516,0.7817,0.1270,-0.0561,0.0020,0.0009,-0.0001,0.4813,0.4750,1.0451,-0.0746,-0.0694,0.0089,high_score
2025-08-14,000703.SZ,恒逸石化,化纤,-0.0042,0.4706,1.5000,18.1875,0.2183,-0.0216,-0.0248,0.1448,0.7143,0.2183,-0.0587,0.0034,0.0009,0.0001,0.5375,0.4604,1.4557,-0.0536,-0.0726,0.0134,high_score
2021-03-31,000723.SZ,美锦能源,焦炭加工,2.5224,0.9429,1.5704,19.5610,0.7451,0.1203,0.1256,0.8294,0.8651,0.2183,0.0722,-0.0022,0.0026,0.0015,0.6000,0.5167,0.9232,0.0000,0.0000,0.0863,missed
2021-04-01,000723.SZ,美锦能源,焦炭加工,2.7883,1.0000,1.7911,20.2395,0.5451,0.0131,0.1051,0.7063,0.8254,0.1429,0.0081,-0.0033,0.0009,0.0014,0.6000,0.5000,0.8566,0.0000,0.0000,0.0850,missed
2020-12-04,000733.SZ,振华科技,元器件,0.6350,0.5517,1.3884,19.3888,0.6317,0.0428,1.1031,0.9008,0.9008,0.8611,0.0285,0.0017,0.0009,0.0020,0.5086,0.4937,1.2653,0.0427,-0.0019,0.0716,missed
2021-03-31,000733.SZ,振华科技,元器件,0.1236,0.4429,1.1700,19.3497,0.4451,-0.0234,0.2601,0.8214,0.8214,0.8214,-0.0120,-0.0031,0.0001,0.0004,0.4465,0.4872,0.7397,0.0099,-0.0009,0.0689,high_score
2021-04-26,000733.SZ,振华科技,元器件,0.2678,0.2826,1.5064,19.4912,0.1961,-0.1857,0.1399,0.7024,0.7024,0.6032,-0.1044,0.0019,-0.0010,0.0004,0.4863,0.4688,0.8725,-0.1156,-0.1260,0.0656,high_score
2021-05-13,000733.SZ,振华科技,元器件,1.1789,0.8065,1.3632,19.0447,0.1541,-0.1738,0.1654,0.5754,0.1746,0.3492,-0.1238,-0.0022,-0.0006,-0.0006,0.4280,0.4642,1.0230,-0.0394,-0.1415,0.0596,missed
2021-06-03,000733.SZ,振华科技,元器件,1.5187,0.8750,1.1884,19.2780,0.4979,-0.0035,0.1825,0.7778,0.2143,0.6984,-0.0028,0.0011,-0.0007,-0.0004,0.4975,0.4673,1.0840,0.0995,0.0464,0.0556,missed
2025-05-30,000792.SZ,盐湖股份,农药化肥,0.6030,0.6154,1.4116,19.5479,0.4103,-0.0594,-0.1031,0.1905,0.8492,0.0040,-0.1141,0.0007,0.0008,0.0006,0.4929,0.4857,0.8166,-0.0288,-0.0995,0.0685,missed
2025-06-11,000792.SZ,盐湖股份,农药化肥,0.8723,0.8163,1.3337,20.6055,0.6412,0.0018,-0.0619,0.4841,0.9702,0.1706,0.0033,0.0024,0.0008,0.0009,0.5000,0.4786,0.8405,-0.0239,-0.0357,0.0678,missed
