symbol,side,amount,price,est_value,weight,score,score_rank,target_value,current_value,diff_value,weight_method,plan_role,execution_bucket,cash_dependency,t1_rule,account_name,signal_date,plan_date,execution_date,price_basis_date,price_basis_field,price_basis_label,status,filled_amount,filled_price,fee,tax,total_cost,order_id,note
600489.SH,buy,7600,26.399999618530273,200639.99710083008,0.2,0.6953990945175997,1,200796.6291898365,0.0,200796.6291898365,equal_weight,target_portfolio_delta,after_sell_cash,requires_available_cash,new_buy_not_sellable_until_next_session,shadow,2026-04-02,2026-04-02,2026-04-03,2026-04-02,close,close@2026-04-02 -> next-session execution plan,planned,,,,,,,Baseline rotation: buy after cash returns; partial fills/slippage are acceptable.
600010.SH,buy,76600,2.619999885559082,200691.99123382568,0.2,0.5466804318880684,2,200796.6291898365,0.0,200796.6291898365,equal_weight,target_portfolio_delta,after_sell_cash,requires_available_cash,new_buy_not_sellable_until_next_session,shadow,2026-04-02,2026-04-02,2026-04-03,2026-04-02,close,close@2026-04-02 -> next-session execution plan,planned,,,,,,,Baseline rotation: buy after cash returns; partial fills/slippage are acceptable.
603260.SH,buy,5000,39.7400016784668,198700.00839233398,0.2,0.5347982065875339,3,200796.6291898365,0.0,200796.6291898365,equal_weight,target_portfolio_delta,after_sell_cash,requires_available_cash,new_buy_not_sellable_until_next_session,shadow,2026-04-02,2026-04-02,2026-04-03,2026-04-02,close,close@2026-04-02 -> next-session execution plan,planned,,,,,,,Baseline rotation: buy after cash returns; partial fills/slippage are acceptable.
000630.SZ,buy,34400,5.829999923706055,200551.99737548828,0.2,0.4193337610295236,4,200796.6291898365,0.0,200796.6291898365,equal_weight,target_portfolio_delta,after_sell_cash,requires_available_cash,new_buy_not_sellable_until_next_session,shadow,2026-04-02,2026-04-02,2026-04-03,2026-04-02,close,close@2026-04-02 -> next-session execution plan,planned,,,,,,,Baseline rotation: buy after cash returns; partial fills/slippage are acceptable.
600219.SH,buy,32400,6.179999828338623,200231.9944381714,0.2,0.4153744242557996,5,200796.6291898365,0.0,200796.6291898365,equal_weight,target_portfolio_delta,after_sell_cash,requires_available_cash,new_buy_not_sellable_until_next_session,shadow,2026-04-02,2026-04-02,2026-04-03,2026-04-02,close,close@2026-04-02 -> next-session execution plan,planned,,,,,,,Baseline rotation: buy after cash returns; partial fills/slippage are acceptable.
