signal_date,execution_date,as_of_date,holding_days,status,reason,basket_size,model_name,model_path,universe,basket_path,coverage_count,coverage_ratio,ready_count,ready_ratio,missing_start_count,missing_end_count,missing_start_symbols,missing_end_symbols,equal_weight_return,weighted_return,benchmark_return,equal_weight_excess_return,weighted_excess_return,positive_ratio,top1_return,top5_mean_return
2026-04-03,2026-04-06,2026-04-03,0,pending,insufficient_holding_window,5,qlib_lgbm_semantic_all_features,data/models/qlib_lgbm_semantic_all_features,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-06/pre_open/signals/signal_basket_2026-04-03.csv,,,,,,,,,,,,,,,,
2026-04-02,2026-04-03,2026-04-03,1,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-03/pre_open/signals/signal_basket_2026-04-02.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],-0.008507352214708752,-0.008507352214708754,-0.011185458908570393,0.0026781066938616413,0.0026781066938616396,0.4,0.010606086768613965,-0.008507352214708752
2026-04-01,2026-04-02,2026-04-03,2,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-02/pre_open/signals/signal_basket_2026-04-01.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],-0.02977515945770326,-0.029775159457703263,-0.020410129640319685,-0.009365029817383574,-0.009365029817383578,0.2,-0.02127659276728644,-0.02977515945770326
2026-03-31,2026-04-01,2026-04-03,3,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-01/pre_open/signals/signal_basket_2026-03-31.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.0033833816177778696,0.003383381617777869,-0.004910536263426095,0.008293917881203965,0.008293917881203965,0.4,-0.0011231291772793028,0.0033833816177778696
2026-03-30,2026-03-31,2026-04-03,4,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-31/pre_open/signals/signal_basket_2026-03-30.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],-0.007363341901132569,-0.00736334190113257,-0.015191032771172371,0.007827690870039802,0.0078276908700398,0.4,-0.002616811021466159,-0.007363341901132569
2026-03-27,2026-03-30,2026-04-03,5,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-30/pre_open/signals/signal_basket_2026-03-27.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],-0.003546231185942528,-0.0035462311859425287,-0.017512162618011397,0.01396593143206887,0.013965931432068868,0.4,0.006779654441774419,-0.003546231185942528
2026-03-26,2026-03-27,2026-04-03,6,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-27/pre_open/signals/signal_basket_2026-03-26.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.0012610776417058434,0.001261077641705843,-0.011018188579682885,0.012279266221388729,0.012279266221388727,0.4,-0.009999990463256836,0.0012610776417058434
2026-03-25,2026-03-26,2026-04-03,7,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-26/pre_open/signals/signal_basket_2026-03-25.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],-0.004672389929001652,-0.004672389929001654,-0.02474226051914055,0.020069870590138896,0.020069870590138893,0.2,-0.01189996229928214,-0.004672389929001652
2026-03-24,2026-03-25,2026-04-03,8,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-25/pre_open/signals/signal_basket_2026-03-24.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.0433903720049567,0.0433903720049567,-0.011618002573924834,0.05500837457888153,0.05500837457888153,0.8,0.11767264203403949,0.0433903720049567
2026-03-23,2026-03-24,2026-04-03,9,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-24/pre_open/signals/signal_basket_2026-03-23.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.08023434694061278,0.0802343469406128,0.0034384195056712035,0.07679592743494158,0.0767959274349416,1.0,0.11849641955971424,0.08023434694061278
