symbol,side,amount,price,est_value,weight,score,score_rank,target_value,current_value,diff_value,weight_method,account_name,signal_date,plan_date,execution_date,status,filled_amount,filled_price,fee,tax,total_cost,order_id,note
601728.SH,buy,32300,6.179999828338623,199613.99445533752,0.2,0.1991515600573362,1,200000.0,0.0,200000.0,equal_weight,shadow,2026-03-13,2026-03-13,2026-03-23,planned,,,,,,,
601288.SH,buy,30200,6.619999885559082,199923.99654388428,0.2,0.19413018018248457,2,200000.0,0.0,200000.0,equal_weight,shadow,2026-03-13,2026-03-13,2026-03-23,planned,,,,,,,
601985.SH,buy,21600,9.239999771118164,199583.99505615234,0.2,0.19096531947846684,3,200000.0,0.0,200000.0,equal_weight,shadow,2026-03-13,2026-03-13,2026-03-23,planned,,,,,,,
300502.SZ,buy,500,394.0299987792969,197014.99938964844,0.2,0.19067863995115164,4,200000.0,0.0,200000.0,equal_weight,shadow,2026-03-13,2026-03-13,2026-03-23,planned,,,,,,,
600219.SH,buy,27100,7.369999885559082,199726.99689865112,0.2,0.1837656408315491,5,200000.0,0.0,200000.0,equal_weight,shadow,2026-03-13,2026-03-13,2026-03-23,planned,,,,,,,
