symbol,side,amount,price,est_value,weight,score,score_rank,target_value,current_value,diff_value,weight_method,plan_role,execution_bucket,cash_dependency,t1_rule,account_name,signal_date,plan_date,execution_date,price_basis_date,price_basis_field,price_basis_label,status,filled_amount,filled_price,fee,tax,total_cost,order_id,note,cash,total_assets,cost_basis
002493.SZ,sell,900,11.949999809265137,10754.999828338623,0.2,0.5766125944306164,3,198546.62763822937,210319.9966430664,-11773.369004837034,equal_weight,target_portfolio_delta,open_sell,releases_cash,sell_amount_subject_to_existing_sellable_position,shadow,2026-03-25,2026-03-25,2026-03-26,2026-03-25,close,close@2026-03-25 -> next-session execution plan,planned,,,,,,,Baseline rotation: prioritize selling old holdings during call auction/open.,,,11.949999809265137
600893.SH,buy,4000,49.58000183105469,198320.00732421875,0.2,0.667156427847869,1,198546.62763822937,0.0,198546.62763822937,equal_weight,target_portfolio_delta,after_sell_cash,requires_available_cash,new_buy_not_sellable_until_next_session,shadow,2026-03-25,2026-03-25,2026-03-26,2026-03-25,close,close@2026-03-25 -> next-session execution plan,planned,,,,,,,Baseline rotation: buy after cash returns; partial fills/slippage are acceptable.,,,49.58000183105469
000630.SZ,buy,33500,5.909999847412109,197984.99488830566,0.2,0.5907763220132821,2,198546.62763822937,0.0,198546.62763822937,equal_weight,target_portfolio_delta,after_sell_cash,requires_available_cash,new_buy_not_sellable_until_next_session,shadow,2026-03-25,2026-03-25,2026-03-26,2026-03-25,close,close@2026-03-25 -> next-session execution plan,planned,,,,,,,Baseline rotation: buy after cash returns; partial fills/slippage are acceptable.,,,5.909999847412109
600219.SH,buy,32700,6.059999942779541,198161.998128891,0.2,0.5699562023310322,4,198546.62763822937,0.0,198546.62763822937,equal_weight,target_portfolio_delta,after_sell_cash,requires_available_cash,new_buy_not_sellable_until_next_session,shadow,2026-03-25,2026-03-25,2026-03-26,2026-03-25,close,close@2026-03-25 -> next-session execution plan,planned,,,,,,,Baseline rotation: buy after cash returns; partial fills/slippage are acceptable.,,,6.059999942779541
600489.SH,buy,7700,25.520000457763672,196504.00352478027,0.2,0.5092586814453429,5,198546.62763822937,0.0,198546.62763822937,equal_weight,target_portfolio_delta,after_sell_cash,requires_available_cash,new_buy_not_sellable_until_next_session,shadow,2026-03-25,2026-03-25,2026-03-26,2026-03-25,close,close@2026-03-25 -> next-session execution plan,planned,,,,,,,Baseline rotation: buy after cash returns; partial fills/slippage are acceptable.,,,25.520000457763672
