feature_name,canonical_name,source_layer,group_name,idea_family,alias_of,supports_snapshot,description,tags,action,notes
"Sum(Greater($volume-Ref($volume, 1), 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)","Sum(Greater($volume-Ref($volume, 1), 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Sum(Greater($volume-Ref($volume, 1), 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Sum(Greater(Ref($close, 1)-$close, 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)","Sum(Greater(Ref($close, 1)-$close, 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Sum(Greater(Ref($close, 1)-$close, 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Sum(Greater(Ref($close, 1)-$close, 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)","Sum(Greater(Ref($close, 1)-$close, 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Sum(Greater(Ref($close, 1)-$close, 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Sum(Greater(Ref($close, 1)-$close, 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)","Sum(Greater(Ref($close, 1)-$close, 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Sum(Greater(Ref($close, 1)-$close, 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Sum(Greater(Ref($close, 1)-$close, 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)","Sum(Greater(Ref($close, 1)-$close, 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Sum(Greater(Ref($close, 1)-$close, 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Sum(Greater(Ref($close, 1)-$close, 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)","Sum(Greater(Ref($close, 1)-$close, 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Sum(Greater(Ref($close, 1)-$close, 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Sum(Greater(Ref($volume, 1)-$volume, 0), 10)/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)","Sum(Greater(Ref($volume, 1)-$volume, 0), 10)/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Sum(Greater(Ref($volume, 1)-$volume, 0), 10)/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Sum(Greater(Ref($volume, 1)-$volume, 0), 20)/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)","Sum(Greater(Ref($volume, 1)-$volume, 0), 20)/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Sum(Greater(Ref($volume, 1)-$volume, 0), 20)/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Sum(Greater(Ref($volume, 1)-$volume, 0), 30)/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)","Sum(Greater(Ref($volume, 1)-$volume, 0), 30)/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Sum(Greater(Ref($volume, 1)-$volume, 0), 30)/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Sum(Greater(Ref($volume, 1)-$volume, 0), 5)/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)","Sum(Greater(Ref($volume, 1)-$volume, 0), 5)/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Sum(Greater(Ref($volume, 1)-$volume, 0), 5)/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Sum(Greater(Ref($volume, 1)-$volume, 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)","Sum(Greater(Ref($volume, 1)-$volume, 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Sum(Greater(Ref($volume, 1)-$volume, 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_beta10,alpha158_beta10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_beta10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_beta20,alpha158_beta20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_beta20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_beta30,alpha158_beta30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_beta30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_beta5,alpha158_beta5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_beta5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_beta60,alpha158_beta60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_beta60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntd10,alpha158_cntd10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntd10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntd20,alpha158_cntd20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntd20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntd30,alpha158_cntd30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntd30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntd5,alpha158_cntd5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntd5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntd60,alpha158_cntd60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntd60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntn10,alpha158_cntn10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntn10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntn20,alpha158_cntn20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntn20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntn30,alpha158_cntn30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntn30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntn5,alpha158_cntn5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntn5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntn60,alpha158_cntn60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntn60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntp10,alpha158_cntp10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntp10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntp20,alpha158_cntp20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntp20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntp30,alpha158_cntp30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntp30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntp5,alpha158_cntp5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntp5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cntp60,alpha158_cntp60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cntp60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cord10,alpha158_cord10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cord10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cord20,alpha158_cord20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cord20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cord30,alpha158_cord30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cord30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cord5,alpha158_cord5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cord5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_cord60,alpha158_cord60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_cord60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_corr10,alpha158_corr10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_corr10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_corr20,alpha158_corr20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_corr20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_corr30,alpha158_corr30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_corr30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_corr5,alpha158_corr5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_corr5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_corr60,alpha158_corr60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_corr60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_high0,alpha158_high0,raw,qlib_native,,,True,Native market or fundamental field: alpha158_high0,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imax10,alpha158_imax10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imax10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imax20,alpha158_imax20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imax20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imax30,alpha158_imax30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imax30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imax5,alpha158_imax5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imax5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imax60,alpha158_imax60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imax60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imin10,alpha158_imin10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imin10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imin20,alpha158_imin20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imin20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imin30,alpha158_imin30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imin30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imin5,alpha158_imin5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imin5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imin60,alpha158_imin60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imin60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imxd10,alpha158_imxd10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imxd10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imxd20,alpha158_imxd20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imxd20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imxd30,alpha158_imxd30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imxd30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imxd5,alpha158_imxd5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imxd5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_imxd60,alpha158_imxd60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_imxd60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_klen,alpha158_klen,raw,qlib_native,,,True,Native market or fundamental field: alpha158_klen,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_klow,alpha158_klow,raw,qlib_native,,,True,Native market or fundamental field: alpha158_klow,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_klow2,alpha158_klow2,raw,qlib_native,,,True,Native market or fundamental field: alpha158_klow2,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_kmid,alpha158_kmid,raw,qlib_native,,,True,Native market or fundamental field: alpha158_kmid,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_kmid2,alpha158_kmid2,raw,qlib_native,,,True,Native market or fundamental field: alpha158_kmid2,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_ksft,alpha158_ksft,raw,qlib_native,,,True,Native market or fundamental field: alpha158_ksft,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_ksft2,alpha158_ksft2,raw,qlib_native,,,True,Native market or fundamental field: alpha158_ksft2,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_kup,alpha158_kup,raw,qlib_native,,,True,Native market or fundamental field: alpha158_kup,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_kup2,alpha158_kup2,raw,qlib_native,,,True,Native market or fundamental field: alpha158_kup2,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_low0,alpha158_low0,raw,qlib_native,,,True,Native market or fundamental field: alpha158_low0,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_ma10,alpha158_ma10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_ma10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_ma20,alpha158_ma20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_ma20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_ma30,alpha158_ma30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_ma30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_ma5,alpha158_ma5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_ma5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_ma60,alpha158_ma60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_ma60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_max10,alpha158_max10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_max10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_max20,alpha158_max20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_max20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_max30,alpha158_max30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_max30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_max5,alpha158_max5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_max5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_max60,alpha158_max60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_max60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_min10,alpha158_min10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_min10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_min20,alpha158_min20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_min20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_min30,alpha158_min30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_min30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_min5,alpha158_min5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_min5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_min60,alpha158_min60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_min60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_open0,alpha158_open0,raw,qlib_native,,,True,Native market or fundamental field: alpha158_open0,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_qtld10,alpha158_qtld10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_qtld10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_qtld20,alpha158_qtld20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_qtld20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_qtld30,alpha158_qtld30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_qtld30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_qtld5,alpha158_qtld5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_qtld5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_qtld60,alpha158_qtld60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_qtld60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_qtlu10,alpha158_qtlu10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_qtlu10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_qtlu20,alpha158_qtlu20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_qtlu20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_qtlu30,alpha158_qtlu30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_qtlu30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_qtlu5,alpha158_qtlu5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_qtlu5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_qtlu60,alpha158_qtlu60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_qtlu60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rank10,alpha158_rank10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rank10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rank20,alpha158_rank20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rank20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rank30,alpha158_rank30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rank30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rank5,alpha158_rank5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rank5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rank60,alpha158_rank60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rank60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_resi10,alpha158_resi10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_resi10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_resi20,alpha158_resi20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_resi20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_resi30,alpha158_resi30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_resi30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_resi5,alpha158_resi5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_resi5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_resi60,alpha158_resi60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_resi60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_roc10,alpha158_roc10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_roc10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_roc20,alpha158_roc20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_roc20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_roc30,alpha158_roc30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_roc30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_roc5,alpha158_roc5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_roc5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_roc60,alpha158_roc60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_roc60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rsqr10,alpha158_rsqr10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rsqr10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rsqr20,alpha158_rsqr20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rsqr20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rsqr30,alpha158_rsqr30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rsqr30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rsqr5,alpha158_rsqr5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rsqr5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rsqr60,alpha158_rsqr60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rsqr60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rsv10,alpha158_rsv10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rsv10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rsv20,alpha158_rsv20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rsv20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rsv30,alpha158_rsv30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rsv30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rsv5,alpha158_rsv5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rsv5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_rsv60,alpha158_rsv60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_rsv60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_std10,alpha158_std10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_std10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_std20,alpha158_std20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_std20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_std30,alpha158_std30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_std30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_std5,alpha158_std5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_std5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_std60,alpha158_std60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_std60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_sumd10,alpha158_sumd10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sumd10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_sumd20,alpha158_sumd20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sumd20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_sumd30,alpha158_sumd30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sumd30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_sumd5,alpha158_sumd5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sumd5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_sumd60,alpha158_sumd60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sumd60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_sumn10,alpha158_sumn10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sumn10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_sumn20,alpha158_sumn20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sumn20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_sumn30,alpha158_sumn30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sumn30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_sumn5,alpha158_sumn5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sumn5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_sumn60,alpha158_sumn60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sumn60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_sump10,alpha158_sump10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sump10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_sump20,alpha158_sump20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sump20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_sump30,alpha158_sump30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sump30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_sump5,alpha158_sump5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sump5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
