feature_name,canonical_name,source_layer,group_name,idea_family,alias_of,supports_snapshot,description,tags,action,notes
"(Sum(Greater($close-Ref($close, 1), 0), 20)-Sum(Greater(Ref($close, 1)-$close, 0), 20))/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)","(Sum(Greater($close-Ref($close, 1), 0), 20)-Sum(Greater(Ref($close, 1)-$close, 0), 20))/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: (Sum(Greater($close-Ref($close, 1), 0), 20)-Sum(Greater(Ref($close, 1)-$close, 0), 20))/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"(Sum(Greater($close-Ref($close, 1), 0), 30)-Sum(Greater(Ref($close, 1)-$close, 0), 30))/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)","(Sum(Greater($close-Ref($close, 1), 0), 30)-Sum(Greater(Ref($close, 1)-$close, 0), 30))/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: (Sum(Greater($close-Ref($close, 1), 0), 30)-Sum(Greater(Ref($close, 1)-$close, 0), 30))/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"(Sum(Greater($close-Ref($close, 1), 0), 5)-Sum(Greater(Ref($close, 1)-$close, 0), 5))/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)","(Sum(Greater($close-Ref($close, 1), 0), 5)-Sum(Greater(Ref($close, 1)-$close, 0), 5))/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: (Sum(Greater($close-Ref($close, 1), 0), 5)-Sum(Greater(Ref($close, 1)-$close, 0), 5))/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"(Sum(Greater($close-Ref($close, 1), 0), 60)-Sum(Greater(Ref($close, 1)-$close, 0), 60))/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)","(Sum(Greater($close-Ref($close, 1), 0), 60)-Sum(Greater(Ref($close, 1)-$close, 0), 60))/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: (Sum(Greater($close-Ref($close, 1), 0), 60)-Sum(Greater(Ref($close, 1)-$close, 0), 60))/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"(Sum(Greater($volume-Ref($volume, 1), 0), 10)-Sum(Greater(Ref($volume, 1)-$volume, 0), 10))/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)","(Sum(Greater($volume-Ref($volume, 1), 0), 10)-Sum(Greater(Ref($volume, 1)-$volume, 0), 10))/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: (Sum(Greater($volume-Ref($volume, 1), 0), 10)-Sum(Greater(Ref($volume, 1)-$volume, 0), 10))/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"(Sum(Greater($volume-Ref($volume, 1), 0), 20)-Sum(Greater(Ref($volume, 1)-$volume, 0), 20))/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)","(Sum(Greater($volume-Ref($volume, 1), 0), 20)-Sum(Greater(Ref($volume, 1)-$volume, 0), 20))/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: (Sum(Greater($volume-Ref($volume, 1), 0), 20)-Sum(Greater(Ref($volume, 1)-$volume, 0), 20))/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"(Sum(Greater($volume-Ref($volume, 1), 0), 30)-Sum(Greater(Ref($volume, 1)-$volume, 0), 30))/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)","(Sum(Greater($volume-Ref($volume, 1), 0), 30)-Sum(Greater(Ref($volume, 1)-$volume, 0), 30))/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: (Sum(Greater($volume-Ref($volume, 1), 0), 30)-Sum(Greater(Ref($volume, 1)-$volume, 0), 30))/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"(Sum(Greater($volume-Ref($volume, 1), 0), 5)-Sum(Greater(Ref($volume, 1)-$volume, 0), 5))/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)","(Sum(Greater($volume-Ref($volume, 1), 0), 5)-Sum(Greater(Ref($volume, 1)-$volume, 0), 5))/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: (Sum(Greater($volume-Ref($volume, 1), 0), 5)-Sum(Greater(Ref($volume, 1)-$volume, 0), 5))/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"(Sum(Greater($volume-Ref($volume, 1), 0), 60)-Sum(Greater(Ref($volume, 1)-$volume, 0), 60))/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)","(Sum(Greater($volume-Ref($volume, 1), 0), 60)-Sum(Greater(Ref($volume, 1)-$volume, 0), 60))/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: (Sum(Greater($volume-Ref($volume, 1), 0), 60)-Sum(Greater(Ref($volume, 1)-$volume, 0), 60))/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Corr($close, Log($volume+1), 10)","Corr($close, Log($volume+1), 10)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Corr($close, Log($volume+1), 10)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Corr($close, Log($volume+1), 20)","Corr($close, Log($volume+1), 20)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Corr($close, Log($volume+1), 20)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Corr($close, Log($volume+1), 30)","Corr($close, Log($volume+1), 30)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Corr($close, Log($volume+1), 30)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Corr($close, Log($volume+1), 5)","Corr($close, Log($volume+1), 5)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Corr($close, Log($volume+1), 5)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Corr($close, Log($volume+1), 60)","Corr($close, Log($volume+1), 60)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Corr($close, Log($volume+1), 60)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 10)","Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 10)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 10)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 20)","Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 20)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 20)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 30)","Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 30)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 30)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 5)","Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 5)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 5)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 60)","Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 60)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 60)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"IdxMax($high, 10)/10","IdxMax($high, 10)/10",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: IdxMax($high, 10)/10","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"IdxMax($high, 20)/20","IdxMax($high, 20)/20",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: IdxMax($high, 20)/20","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"IdxMax($high, 30)/30","IdxMax($high, 30)/30",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: IdxMax($high, 30)/30","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"IdxMax($high, 5)/5","IdxMax($high, 5)/5",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: IdxMax($high, 5)/5","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"IdxMax($high, 60)/60","IdxMax($high, 60)/60",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: IdxMax($high, 60)/60","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"IdxMin($low, 10)/10","IdxMin($low, 10)/10",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: IdxMin($low, 10)/10","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"IdxMin($low, 20)/20","IdxMin($low, 20)/20",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: IdxMin($low, 20)/20","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"IdxMin($low, 30)/30","IdxMin($low, 30)/30",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: IdxMin($low, 30)/30","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"IdxMin($low, 5)/5","IdxMin($low, 5)/5",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: IdxMin($low, 5)/5","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"IdxMin($low, 60)/60","IdxMin($low, 60)/60",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: IdxMin($low, 60)/60","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Max($high, 10)/$close","Max($high, 10)/$close",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Max($high, 10)/$close","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Max($high, 20)/$close","Max($high, 20)/$close",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Max($high, 20)/$close","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Max($high, 30)/$close","Max($high, 30)/$close",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Max($high, 30)/$close","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Max($high, 5)/$close","Max($high, 5)/$close",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Max($high, 5)/$close","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Max($high, 60)/$close","Max($high, 60)/$close",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Max($high, 60)/$close","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close, 10)/$close","Mean($close, 10)/$close",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close, 10)/$close","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close, 20)/$close","Mean($close, 20)/$close",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close, 20)/$close","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close, 30)/$close","Mean($close, 30)/$close",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close, 30)/$close","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close, 5)/$close","Mean($close, 5)/$close",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close, 5)/$close","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close, 60)/$close","Mean($close, 60)/$close",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close, 60)/$close","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close<Ref($close, 1), 10)","Mean($close<Ref($close, 1), 10)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close<Ref($close, 1), 10)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close<Ref($close, 1), 20)","Mean($close<Ref($close, 1), 20)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close<Ref($close, 1), 20)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close<Ref($close, 1), 30)","Mean($close<Ref($close, 1), 30)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close<Ref($close, 1), 30)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close<Ref($close, 1), 5)","Mean($close<Ref($close, 1), 5)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close<Ref($close, 1), 5)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close<Ref($close, 1), 60)","Mean($close<Ref($close, 1), 60)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close<Ref($close, 1), 60)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close>Ref($close, 1), 10)","Mean($close>Ref($close, 1), 10)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close>Ref($close, 1), 10)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close>Ref($close, 1), 10)-Mean($close<Ref($close, 1), 10)","Mean($close>Ref($close, 1), 10)-Mean($close<Ref($close, 1), 10)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close>Ref($close, 1), 10)-Mean($close<Ref($close, 1), 10)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close>Ref($close, 1), 20)","Mean($close>Ref($close, 1), 20)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close>Ref($close, 1), 20)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close>Ref($close, 1), 20)-Mean($close<Ref($close, 1), 20)","Mean($close>Ref($close, 1), 20)-Mean($close<Ref($close, 1), 20)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close>Ref($close, 1), 20)-Mean($close<Ref($close, 1), 20)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close>Ref($close, 1), 30)","Mean($close>Ref($close, 1), 30)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close>Ref($close, 1), 30)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close>Ref($close, 1), 30)-Mean($close<Ref($close, 1), 30)","Mean($close>Ref($close, 1), 30)-Mean($close<Ref($close, 1), 30)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close>Ref($close, 1), 30)-Mean($close<Ref($close, 1), 30)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close>Ref($close, 1), 5)","Mean($close>Ref($close, 1), 5)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close>Ref($close, 1), 5)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close>Ref($close, 1), 5)-Mean($close<Ref($close, 1), 5)","Mean($close>Ref($close, 1), 5)-Mean($close<Ref($close, 1), 5)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close>Ref($close, 1), 5)-Mean($close<Ref($close, 1), 5)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close>Ref($close, 1), 60)","Mean($close>Ref($close, 1), 60)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close>Ref($close, 1), 60)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($close>Ref($close, 1), 60)-Mean($close<Ref($close, 1), 60)","Mean($close>Ref($close, 1), 60)-Mean($close<Ref($close, 1), 60)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($close>Ref($close, 1), 60)-Mean($close<Ref($close, 1), 60)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($volume, 10)/($volume+1e-12)","Mean($volume, 10)/($volume+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($volume, 10)/($volume+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($volume, 20)/($volume+1e-12)","Mean($volume, 20)/($volume+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($volume, 20)/($volume+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($volume, 30)/($volume+1e-12)","Mean($volume, 30)/($volume+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($volume, 30)/($volume+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($volume, 5)/($volume+1e-12)","Mean($volume, 5)/($volume+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($volume, 5)/($volume+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
"Mean($volume, 60)/($volume+1e-12)","Mean($volume, 60)/($volume+1e-12)",qlib_native,qlib_native,,,True,"Qlib expression feature available to research/model layer: Mean($volume, 60)/($volume+1e-12)","feature_set:alpha158,feature_set:alpha158_extended,feature_set:margin_extended,feature_set:research_phase1,feature_set:research_phase12,feature_set:research_phase123,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
