signal_date,execution_date,as_of_date,holding_days,status,reason,basket_size,model_name,model_path,universe,basket_path,coverage_count,coverage_ratio,ready_count,ready_ratio,missing_start_count,missing_end_count,missing_start_symbols,missing_end_symbols,equal_weight_return,weighted_return,benchmark_return,equal_weight_excess_return,weighted_excess_return,positive_ratio,top1_return,top5_mean_return
2026-04-03,2026-04-06,2026-03-25,0,pending,insufficient_holding_window,5,qlib_lgbm_semantic_all_features,data/models/qlib_lgbm_semantic_all_features,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-06/pre_open/signals/signal_basket_2026-04-03.csv,,,,,,,,,,,,,,,,
2026-04-02,2026-04-03,2026-03-25,0,pending,insufficient_holding_window,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-03/pre_open/signals/signal_basket_2026-04-02.csv,,,,,,,,,,,,,,,,
2026-04-01,2026-04-02,2026-03-25,0,pending,insufficient_holding_window,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-02/pre_open/signals/signal_basket_2026-04-01.csv,,,,,,,,,,,,,,,,
2026-03-31,2026-04-01,2026-03-25,0,pending,insufficient_holding_window,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-01/pre_open/signals/signal_basket_2026-03-31.csv,,,,,,,,,,,,,,,,
2026-03-30,2026-03-31,2026-03-25,0,pending,insufficient_holding_window,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-31/pre_open/signals/signal_basket_2026-03-30.csv,,,,,,,,,,,,,,,,
2026-03-27,2026-03-30,2026-03-25,0,pending,insufficient_holding_window,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-30/pre_open/signals/signal_basket_2026-03-27.csv,,,,,,,,,,,,,,,,
2026-03-26,2026-03-27,2026-03-25,0,pending,insufficient_holding_window,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-27/pre_open/signals/signal_basket_2026-03-26.csv,,,,,,,,,,,,,,,,
2026-03-25,2026-03-26,2026-03-25,0,pending,insufficient_holding_window,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-26/pre_open/signals/signal_basket_2026-03-25.csv,,,,,,,,,,,,,,,,
2026-03-24,2026-03-25,2026-03-25,1,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-25/pre_open/signals/signal_basket_2026-03-24.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.04393971092688158,0.043939710926881585,0.013486734027933309,0.03045297689894827,0.030452976898948277,1.0,0.06491250779387969,0.04393971092688158
2026-03-23,2026-03-24,2026-03-25,2,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-24/pre_open/signals/signal_basket_2026-03-23.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.06416694961278843,0.06416694961278843,0.028662737498504284,0.035504212114284145,0.035504212114284145,1.0,0.06569739860871993,0.06416694961278843
